aX,aY,aZ,gX,gY,gZ
-0.452,0.897,0.883,-143.850,-49.420,132.930
-0.473,0.791,0.843,-154.280,-57.120,134.120
-0.476,0.683,0.773,-165.550,-62.160,134.750
-0.471,0.594,0.685,-171.150,-62.860,135.450
-0.448,0.511,0.649,-158.060,-62.370,137.760
-0.393,0.350,0.639,-149.030,-61.110,140.280
-0.326,0.227,0.620,-152.530,-59.220,142.240
-0.267,0.136,0.634,-153.930,-35.980,141.120
-0.238,0.044,0.662,-147.210,-45.710,135.520
-0.200,-0.049,0.726,-136.220,-42.630,126.350
-0.143,-0.139,0.791,-125.230,-42.420,117.250
-0.103,-0.142,0.849,-116.900,-48.720,112.210
-0.068,-0.140,0.874,-108.780,-58.520,102.200
-0.008,-0.149,0.881,-102.690,-64.750,89.810
0.078,-0.170,0.905,-98.840,-69.790,83.580

0.895,-0.619,1.026,24.080,-16.520,97.790
0.886,-0.837,0.950,48.720,-8.400,95.690
0.971,-1.049,0.952,88.830,3.010,99.890
0.955,-1.166,1.045,118.510,1.610,112.420
0.821,-1.344,1.151,119.490,-1.890,117.950
0.654,-1.406,1.242,98.560,-10.290,108.010
0.284,-1.409,1.254,75.530,-25.130,73.430
0.121,-1.357,1.218,43.260,-27.230,30.170
0.052,-1.235,1.150,7.070,-16.660,-17.780
0.094,-0.996,1.137,-38.780,0.140,-67.060
0.101,-0.710,1.078,-66.220,7.630,-95.270
0.216,-0.486,1.082,-77.770,29.750,-116.200
0.342,-0.302,1.051,-70.420,40.110,-126.910
0.460,-0.160,1.039,-51.310,23.520,-125.440
0.578,-0.072,1.100,-28.140,7.000,-112.420
0.681,-0.033,1.112,-11.970,-7.210,-97.510
0.782,-0.058,1.129,4.550,-17.570,-80.780
0.837,-0.111,1.148,11.970,-23.100,-68.180
0.839,-0.181,1.123,7.420,-21.560,-59.710
0.846,-0.250,1.098,-5.670,-16.520,-51.240
0.828,-0.329,1.057,-26.180,-9.800,-47.530
0.803,-0.374,0.993,-37.870,-2.240,-46.410
0.757,-0.409,0.903,-44.380,7.280,-46.270
0.735,-0.429,0.845,-49.070,14.280,-46.200
0.714,-0.436,0.799,-50.820,17.150,-43.820
0.712,-0.432,0.737,-38.570,17.010,-37.450
0.685,-0.422,0.699,-20.510,17.640,-38.780
0.645,-0.427,0.671,-2.940,20.230,-41.370
0.616,-0.403,0.712,12.600,25.620,-41.510
0.598,-0.395,0.751,28.840,21.070,-40.880
0.581,-0.378,0.768,42.420,16.870,-42.000
0.556,-0.354,0.778,52.990,14.350,-42.700
0.553,-0.302,0.812,57.750,13.650,-41.440
0.529,-0.260,0.820,57.470,10.710,-42.910
0.487,-0.216,0.780,54.530,8.330,-46.690
0.427,-0.181,0.761,55.510,8.680,-49.770
0.409,-0.126,0.772,51.660,7.490,-52.360
0.400,-0.056,0.751,48.790,9.590,-52.920
0.417,0.009,0.743,47.530,28.770,-50.960
0.408,0.040,0.704,41.440,38.850,-46.620
0.391,0.052,0.685,36.330,46.480,-41.160
0.348,0.053,0.645,35.560,55.300,-36.610
0.296,0.040,0.651,37.240,62.160,-33.040
0.229,0.048,0.612,39.550,67.130,-30.100
0.131,0.075,0.607,41.090,69.510,-29.610
0.004,0.114,0.625,51.800,69.160,-33.740
-0.095,0.157,0.624,65.170,64.260,-38.570
-0.152,0.205,0.644,89.390,55.090,-42.560
-0.148,0.262,0.702,110.670,43.610,-45.080
-0.172,0.291,0.796,113.050,36.890,-48.300
-0.198,0.308,0.828,104.930,31.850,-50.890
-0.229,0.312,0.842,90.440,30.940,-50.470
-0.253,0.296,0.771,69.930,35.980,-45.290
-0.313,0.308,0.653,44.450,47.950,-39.480
-0.388,0.329,0.560,29.680,62.510,-39.060
-0.447,0.390,0.545,22.050,72.730,-42.910
-0.514,0.466,0.473,23.800,76.090,-44.310
-0.628,0.549,0.439,47.320,73.710,-52.640
-0.665,0.691,0.479,84.980,63.280,-70.630
-0.660,0.822,0.584,100.660,48.440,-82.880
-0.602,0.914,0.674,102.550,33.880,-87.920
-0.461,0.996,0.817,104.090,17.780,-88.900
-0.352,1.066,0.902,95.200,14.980,-82.390
-0.276,1.092,0.962,82.040,14.980,-71.960
-0.239,1.073,0.984,72.870,17.290,-56.350
-0.256,1.056,0.997,63.420,18.970,-47.740
-0.317,1.017,1.006,56.980,13.790,-42.840
-0.313,0.967,0.934,58.170,2.590,-40.110
-0.308,0.937,0.821,62.020,-1.960,-39.550
-0.300,0.936,0.766,64.540,-3.080,-37.520
-0.286,0.933,0.750,62.720,-1.890,-34.020
-0.263,0.944,0.781,53.480,1.050,-32.270
-0.240,0.963,0.854,39.270,3.500,-30.730
-0.214,0.974,0.930,23.870,5.740,-27.720
-0.201,0.991,0.969,15.470,8.680,-22.680
-0.187,1.008,0.994,13.020,9.310,-15.470
-0.170,0.999,1.027,12.320,6.930,-6.370
-0.181,0.988,1.048,12.670,0.910,-3.290
-0.207,0.981,1.022,12.250,-5.320,-0.980
-0.219,0.952,0.958,18.620,-10.710,-0.910
-0.236,0.924,0.935,15.330,-9.730,2.730
-0.246,0.878,0.892,11.830,-6.930,4.060
-0.263,0.861,0.815,16.800,-2.800,1.330
-0.266,0.854,0.779,18.620,-0.980,-0.490
-0.250,0.857,0.743,7.560,4.620,3.010
-0.226,0.855,0.740,-3.640,9.870,12.110
-0.225,0.864,0.758,-12.250,14.000,24.780
-0.256,0.865,0.787,-24.710,15.540,40.740
-0.315,0.860,0.827,-33.320,14.560,46.060
-0.363,0.826,0.871,-34.860,11.620,49.490
-0.397,0.786,0.897,-36.610,6.860,49.350
-0.448,0.763,0.897,-44.660,-3.360,47.040
-0.488,0.768,0.859,-59.500,-8.190,42.630
-0.530,0.781,0.782,-62.790,-8.190,32.410
-0.531,0.794,0.752,-71.890,-4.480,29.470
-0.498,0.862,0.724,-79.800,1.680,31.780
-0.503,0.900,0.732,-80.850,9.030,35.140
-0.465,0.858,0.742,-86.520,12.880,37.240
-0.473,0.836,0.725,-95.130,12.740,36.050
-0.493,0.835,0.689,-101.360,10.220,35.630
-0.475,0.816,0.661,-95.550,8.260,39.550
-0.407,0.777,0.679,-93.100,5.670,47.320
-0.337,0.728,0.726,-93.240,3.920,59.430
-0.310,0.684,0.793,-92.820,-0.770,69.790
-0.331,0.640,0.830,-91.840,-5.950,76.230
-0.329,0.594,0.859,-95.270,-11.970,81.270
-0.336,0.556,0.865,-95.900,-14.420,85.890
-0.320,0.530,0.870,-93.800,-16.030,87.640
-0.296,0.496,0.883,-88.970,-20.650,83.090
-0.240,0.394,0.870,-81.340,-30.170,82.530
-0.142,0.302,0.874,-78.330,-34.230,83.790
-0.110,0.230,0.866,-80.220,-31.990,80.990
-0.078,0.134,0.819,-86.870,-29.680,80.640
-0.054,0.072,0.808,-90.230,-26.880,81.060
0.006,-0.001,0.815,-95.760,-24.220,80.080
0.038,-0.047,0.830,-96.040,-26.040,79.310
0.069,-0.079,0.871,-95.410,-31.570,77.070
0.081,-0.101,0.892,-90.230,-39.270,76.930
0.136,-0.116,0.907,-86.730,-50.890,80.150

0.316,1.818,-0.582,311.500,-14.770,134.820
0.212,1.435,-0.551,199.920,-169.120,56.980
0.090,1.787,-0.124,402.290,65.030,172.550
-0.150,0.700,0.490,298.620,123.060,168.910
0.323,0.629,0.079,180.670,129.570,150.430
-0.108,0.548,0.524,299.740,164.710,161.980
-0.252,0.349,0.359,349.300,126.140,167.440
-0.188,0.494,-1.715,350.630,481.460,159.600
0.870,0.846,-0.167,861.140,-351.610,-164.290
0.582,4.137,-1.342,-604.030,-1253.770,-1252.790
1.204,6.371,-3.566,-112.000,-19.530,-597.030
-0.750,4.498,-2.574,-293.650,213.500,-190.260
-0.743,3.087,-0.899,-48.160,312.620,44.240
-0.025,1.974,-0.056,43.960,281.260,208.880
-0.063,1.302,0.233,73.570,223.720,231.000
0.122,0.631,0.229,26.180,153.720,183.540
0.096,0.291,0.181,-26.810,85.890,111.160
0.249,0.735,-0.537,40.530,85.680,-42.350
-0.138,0.088,-0.596,-154.000,-5.250,-62.300
-0.117,0.930,-0.580,124.180,14.770,11.060
-0.046,0.474,-0.014,66.220,-19.110,-33.530
0.086,1.794,-0.464,-32.550,-36.680,-15.470
0.396,2.147,-0.590,154.980,47.740,109.480
0.125,1.234,0.055,154.630,20.510,113.260
0.120,0.750,0.057,99.960,-16.730,59.290
0.205,0.736,-0.094,45.640,-39.970,45.360
0.203,0.798,-0.283,34.510,-38.080,37.870
0.162,0.894,-0.283,27.720,-46.620,37.100
0.244,0.968,-0.402,43.890,-47.670,47.740
0.299,0.886,-0.364,50.120,-43.260,47.180
0.351,0.870,-0.372,46.410,-46.340,48.160
0.336,0.858,-0.407,42.210,-43.750,48.300
0.350,0.760,-0.427,28.420,-47.740,38.080
0.310,0.761,-0.532,22.330,-50.610,31.570
0.348,0.773,-0.689,8.680,-40.460,23.100
0.249,0.671,-0.643,-13.720,-24.850,4.970
0.266,0.732,-0.633,-16.170,-16.800,-3.010
0.267,0.848,-0.543,-24.080,-8.540,-5.950
0.269,0.941,-0.423,-19.670,-12.460,-1.260
0.244,0.912,-0.417,-9.870,-10.780,-2.170
0.216,0.843,-0.450,-17.430,-8.260,-7.630
0.220,0.830,-0.447,-30.030,-7.420,-13.300
0.242,0.899,-0.489,-21.840,-1.890,-12.110
0.253,0.872,-0.436,-25.130,-0.350,-14.070
0.257,0.908,-0.462,-22.400,1.960,-11.200
0.250,0.875,-0.406,-13.860,1.680,-12.530
0.240,0.896,-0.397,-13.090,2.100,-9.660
0.274,0.962,-0.413,-3.010,5.250,-5.530
0.254,0.920,-0.340,-3.780,3.150,-6.090
0.247,0.955,-0.339,-5.670,0.700,-4.550
0.250,0.988,-0.334,-2.590,0.770,17.220
0.259,0.969,-0.340,9.520,-2.940,5.600
0.232,0.920,-0.415,11.830,-1.330,6.510
0.232,0.882,-0.406,9.100,-1.680,4.760
0.247,0.897,-0.415,8.750,-0.490,3.430
0.237,0.899,-0.404,5.320,-0.630,3.010
0.230,0.903,-0.393,6.020,-1.400,2.940
0.233,0.888,-0.402,4.060,-2.170,1.470
0.236,0.903,-0.422,1.260,-1.050,1.050
0.234,0.901,-0.412,1.120,-0.560,0.630
0.246,0.901,-0.395,-1.400,-1.680,0.000
0.232,0.902,-0.404,-2.660,-2.030,-0.560
0.236,0.896,-0.410,-4.410,-1.750,-1.540
0.227,0.896,-0.402,-6.930,-2.590,-3.080
0.225,0.909,-0.404,-6.650,-2.380,-1.750
0.219,0.913,-0.404,-3.290,-2.380,-0.980
0.236,0.908,-0.407,-1.470,-1.190,-0.770
0.232,0.902,-0.394,-3.080,-2.730,-0.490
0.225,0.915,-0.412,1.260,-1.680,1.330
0.232,0.904,-0.400,1.260,-2.450,1.330
0.227,0.907,-0.406,1.680,-2.170,1.680
0.239,0.902,-0.391,3.850,-1.050,1.890
0.233,0.903,-0.404,4.340,-0.840,2.450
0.238,0.920,-0.406,5.460,-1.050,3.290
0.232,0.902,-0.403,3.990,-1.890,2.310
0.232,0.900,-0.418,3.850,-0.630,0.770
0.256,0.910,-0.395,-1.960,-1.050,-0.420
0.239,0.913,-0.392,-1.680,-1.610,-0.280
0.236,0.913,-0.398,-1.120,-1.960,-0.630
0.233,0.905,-0.403,-3.220,-1.890,-1.120
0.237,0.909,-0.403,-3.640,-1.750,-1.190
0.225,0.910,-0.402,-3.010,-2.590,-0.350
0.229,0.907,-0.411,-0.700,-1.890,-0.070
0.218,0.896,-0.415,0.140,-1.050,-0.140
0.236,0.903,-0.398,-0.840,-1.330,0.560
0.223,0.911,-0.396,1.750,-2.100,2.170
0.223,0.910,-0.412,4.830,-0.910,2.310
0.234,0.906,-0.397,2.170,-2.030,1.750
0.221,0.898,-0.409,2.660,-0.910,1.260
0.257,0.918,-0.399,1.610,-0.980,1.330
0.238,0.913,-0.395,1.960,-1.890,1.470
0.233,0.910,-0.404,1.050,-1.890,1.120
0.230,0.900,-0.404,-0.490,-2.240,0.070
0.233,0.908,-0.413,-1.190,-1.330,-0.560
0.238,0.899,-0.394,-2.730,-2.170,-0.490
0.224,0.912,-0.412,-1.400,-1.400,0.210
0.221,0.896,-0.401,-0.490,-1.470,-0.420
0.238,0.900,-0.404,-2.030,-1.680,-0.210
0.225,0.906,-0.404,-0.700,-0.840,-0.140
0.232,0.909,-0.393,0.000,-2.030,0.560
0.230,0.921,-0.412,0.630,-1.330,1.540
0.222,0.898,-0.399,0.420,-1.960,0.630
0.230,0.915,-0.404,2.450,-1.050,1.260
0.241,0.908,-0.396,0.770,-2.380,0.770
0.233,0.916,-0.407,0.980,-2.030,0.700
0.237,0.898,-0.403,0.000,-1.260,-0.210
0.234,0.899,-0.408,-1.680,-0.700,-0.560
0.230,0.914,-0.395,-0.560,-2.100,0.700
0.221,0.923,-0.390,0.700,-4.480,2.940
0.224,0.904,-0.424,4.900,-0.630,1.400
0.252,0.874,-0.403,-4.830,-1.470,-2.310
0.219,0.905,-0.396,-7.140,-2.800,-0.490
0.206,0.929,-0.378,-2.310,-6.020,1.750
0.221,0.903,-0.418,0.560,-3.710,0.000
0.234,0.885,-0.413,-8.890,-3.290,-3.010
0.227,0.919,-0.402,-6.510,-2.030,-2.100
0.228,0.924,-0.370,-6.580,-5.110,-0.210
0.211,0.912,-0.390,-4.480,-6.790,0.000
0.212,0.890,-0.414,-5.460,-3.290,-2.800

